ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3 
HVT,Haverty Furniture Companies Inc.,Haverty Furniture Companies,Retail - Apparel & Specialty,"Haverty Furniture Companies Inc is a retailer of residential furniture and accessories. It sells home furnishings in its retail stores and via its website and offers mattresses products such as Sealy, Serta, Stearns & Foster, and Tempur-Pedic.",http://www.havertys.com,HVT.png,Clarence H. Smith,New York Stock Exchange,426815350,Consumer Cyclical,Consumer Cyclical,Home Improvement Stores,Retail - Apparel & Specialty 
JCP,J.C. Penney Company Inc.,J.C. Penney Company,Retail - Apparel & Specialty,JC Penney Co Inc is an American omnichannel retailer. The company sells merchandise and services to consumers through department stores and its own website.,http://www.jcpenney.com,JCP.png,Jill A. Soltau,New York Stock Exchange,424211409,Consumer Cyclical,Consumer Cyclical,Department Stores,Retail - Apparel & Specialty 
HZO,MarineMax Inc. (FL),MarineMax (FL),Retail - Apparel & Specialty,"MarineMax Inc is a recreational boat and yacht dealer in the United States. The company offers new and used recreational boats and related marine products, including engines, trailers, parts, and accessories.",http://www.marinemax.com,HZO.png,William Brett McGill,New York Stock Exchange,416985031,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
TLYS,Tilly's Inc.,Tilly's,Retail - Apparel & Specialty,"Tilly's Inc is US based company works as a specialty retailer of casual apparel, footwear and accessories for young men, young women, boys and girls. It offers an unparalleled selection of relevant brands, styles, colors, sizes and price points.",http://www.tillys.com,TLYS.png,Edmond S. Thomas,New York Stock Exchange,378527142,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
TTS,Tile Shop Hldgs Inc.,Tile Shop Hldgs,Retail - Apparel & Specialty,"Tile Shop Holdings Inc is a retailer of manufactured and natural stone tiles, setting and maintenance materials, and related accessories. Its products include natural stone, ceramic, porcelain, glass, and metal tiles.",http://www.tileshop.com,TTS.png,Cabell H. Lolmaugh,Nasdaq Global Select,375120457,Consumer Cyclical,Consumer Cyclical,Home Improvement Stores,Retail - Apparel & Specialty 
EXPR,Express Inc.,Express,Retail - Apparel & Specialty,"Express, Inc. is a specialty retailer company in apparel and related. It serves both both women's and men's merchandise. The company operates in Express brick-and-mortar retail stores and e-commerce operations.",http://www.express.com,EXPR.png,Matthew C. Moellering,New York Stock Exchange,367998620,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
TCS,Container Store (The),Container Store (The),Retail - Apparel & Specialty,The Container Store Group Inc a retailer of storage & organization products in USA. Its operates in two segment: The Container store and Elfa.,http://www.containerstore.com,TCS.png,Melissa Reiff,New York Stock Exchange,367338710,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
JMEI,Jumei International Holding Limited American Depositary Shares each representing one Class A,Jumei International Holding Limited American Depositary Shares each representing one,Retail - Apparel & Specialty,"Jumei International Holding Ltd is an online retailer of beauty products. The product category includes cosmetics, skin care, cosmetic applicators, fragrance and body care.",http://www.jumei.com,,Leo Ou Chen,New York Stock Exchange,367217468,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
CATO,Cato Corporation (The) Class A,Cato (The),Retail - Apparel & Specialty,Cato Corp is a fashion specialty retailer. The Company operates women's fashion specialty retail stores in the southeastern United States under two segment: the operation of a fashion specialty stores segment and a credit card segment.,http://www.catocorp.com,CATO.png,John P. Derham Cato,New York Stock Exchange,364452226,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
LL,Lumber Liquidators Holdings Inc,Lumber Liquidators,Retail - Apparel & Specialty,"Lumber Liquidators Holdings Inc is a retailer of hardwood flooring in North America. Its products include foreign and domestic hardwood species, engineered hardwood, laminate, resilient vinyl, bamboo, and cork flooring.",http://www.lumberliquidators.com,LL.png,Dennis R. Knowles,New York Stock Exchange,332567979,Consumer Cyclical,Consumer Cyclical,Home Improvement Stores,Retail - Apparel & Specialty 
ZAGG,ZAGG Inc,ZAGG,Retail - Apparel & Specialty,"Zagg Inc designs, produces, and distributes professional and premium product solutions for mobile devices. It offers screen protection, keyboards for tablet computers and mobile devices, keyboard cases, earbuds, and mobile power solutions.",http://www.zagg.com,ZAGG.png,Chris Ahern,Nasdaq Global Select,331016762,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
HIBB,Hibbett Sports Inc.,Hibbett Sports,Retail - Apparel & Specialty,"Hibbett Sports Inc is a United States-based operator of sporting goods retail stores in small to mid-sized markets mainly in the Southeast, Southwest, Mid-Atlantic and the Midwest.",http://www.hibbett.com,HIBB.png,Jeffry O. Rosenthal,Nasdaq Global Select,302993850,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
LQDT,Liquidity Services Inc.,Liquidity Services,Retail - Apparel & Specialty,"Liquidity Service Inc is an online auction marketplace for surplus and salvage assets. It enables buyers and sellers to transact in an efficient, automated online auction environment offering over approximately 500 product categories.",https://www.liquidityservices.com,LQDT.png,William P. Angrick,Nasdaq Global Select,276835358,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
BNED,Barnes & Noble Education Inc,Barnes & Noble Education,Retail - Apparel & Specialty,"Barnes & Noble Education, Inc. operates bookstores for college and university campuses in the United States. It also provides digital education services for enhancing the academic and social purpose of educational institutions.",http://www.bned.com,BNED.png,Michael P. Huseby,New York Stock Exchange,272998200,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
PCMI,PCM Inc.,PCM,Retail - Apparel & Specialty,PCM Inc operates as a multi-vendor provider of technology products and solutions primarily in the United States and Canada.,http://www.pcm.com,PCMI.png,Frank F. Khulusi,NASDAQ Global Market,267929682,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
APRN,Blue Apron Holdings Inc. Class A,Blue Apron,Retail - Apparel & Specialty,"Blue Apron Holdings Inc creates original recipes, which are sent along with fresh, seasonal ingredients, directly to customers for them to prepare, cook, and enjoy.",http://www.blueapron.com,APRN.png,Bradley J. Dickerson,New York Stock Exchange,267373180,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
JILL,J. Jill Inc.,J. Jill,Retail - Apparel & Specialty,"J.Jill Inc owns and operates women's clothing stores. Its brand portfolio comprises of J.Jill, The J.Jill Wearever Collection and Pure Jill under which it sells jackets, sweaters, knit tops and tees.",http://www.jjill.com,JILL.png,Linda Heasley,New York Stock Exchange,261174109,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
CTRN,Citi Trends Inc.,Citi Trends,Retail - Apparel & Specialty,"Citi Trends Inc is a retailer of urban fashion apparel and accessories for the entire family. The Company's merchandise offerings are designed to appeal to the preferences of fashion conscious consumers, particularly African-Americans.",http://www.cititrends.com,CTRN.png,Bruce D. Smith,Nasdaq Global Select,250954000,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
RTW,RTW Retailwinds Inc.,RTW Retailwinds,Retail - Apparel & Specialty,"New York & Co Inc together with its subsidiaries is a specialty retailer of women's fashion apparel & accessories & the modern wear-to-work destination for women. It provides fitting pants & NY Style that is feminine, polished, on-trend & versatile.",http://www.nyandcompany.com,RTW.png,Gregory Scott,New York Stock Exchange,216946672,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
GAIA,Gaia Inc.,Gaia,Retail - Apparel & Specialty,"Gaia Inc along with its subsidiaries provides yoga, fitness & wellness products with media, subscription & travel services to customers who value personal development, wellness, ecological lifestyles, responsible media & conscious community.",http://www.gaia.com,,Jirka Rysavy,NASDAQ Global Market,207462611,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
TA,TravelCenters of America LLC,TravelCenters of America LLC,Retail - Apparel & Specialty,"TravelCenters of America LLC operates and franchise travel centers, standalone convenience stores, and standalone restaurants. It collects rents, royalties and other fees from our tenants and franchisees.",https://www.ta-petro.com,,Andrew J. Rebholz,Nasdaq Global Select,203215068,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
KIRK,Kirkland's Inc.,Kirkland's,Retail - Apparel & Specialty,"Kirkland's Inc is a retailer of home decor and gifts. Its stores present a selection of distinctive merchandise, including framed art, mirrors, wall decor, candles & related items, lamps, decorative accessories, accent furniture, textiles & among others.",http://www.kirklands.com,KIRK.png,Steven C. Woodward,Nasdaq Global Select,154674226,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
DXLG,Destination XL Group Inc.,Destination XL,Retail - Apparel & Specialty,"Destination XL Group Inc is a retailer of men's clothing. It operates through brands like Polo, Reebok, Oak Hill, Robert Graham, Lacoste, Levi's and True Nation.",http://www.destinationxl.com,,,Nasdaq Global Select,126170988,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
VSI,Vitamin Shoppe Inc,Vitamin Shoppe,Retail - Apparel & Specialty,"Vitamin Shoppe Inc is a specialty retailer and contract manufacturer of nutritional products. It offers vitamins, minerals, specialty supplements, herbs, sports nutrition, under brands such as The Vitamin Shoppe, BodyTech, True Athlete, and MyTrition.",http://www.vitaminshoppe.com,VSI.png,Sharon M. Leite,New York Stock Exchange,119140668,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
RMBL,RumbleOn Inc.,RumbleOn,Retail - Apparel & Specialty,"RumbleON Inc is an online retailer which allows consumers and dealers to buy, sell and trade pre-owned motorcycles. It provides cash offers for the purchase of vehicles and flexibility to trade, list, and auction vehicle through website and application.",http://www.rumbleon.com,,Marshall Chesrown,NASDAQ Capital Market,117088965,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
NETS,Netshoes (Cayman) Limited,Netshoes (Cayman) Limited,Retail - Apparel & Specialty,"Netshoes (Cayman) Ltd is a holding company. The Company through its subsidiaries offers sports and lifestyle products athletic shoes, jerseys, apparel, accessories & sporting equipment from international, local and private brands as well as fashion.",http://www.netshoes.com.br,NETS.png,Marcio Kumruian,New York Stock Exchange,87733889,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
CSS,CSS Industries Inc.,CSS Industries,Retail - Apparel & Specialty,"CSS Industries Inc is a consumer products company. It is engaged in the design, manufacture, procurement, distribution and sale of seasonal and all occasion social expression products to mass market retailers.",http://www.cssindustries.com,CSS.png,Christopher J. Munyan,New York Stock Exchange,78904587,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
BBW,Build-A-Bear Workshop Inc.,Build-A-Bear Workshop,Retail - Apparel & Specialty,"Build-A-Bear Workshop Inc is a specialty retailer which offers ""make your own stuffed animal"" interactive entertainment experience in which guests visit a variety of stations to make and customize a stuffed animal.",http://www.buildabear.com,BBW.png,Sharon Price John,New York Stock Exchange,77174116,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods,Retail - Apparel & Specialty,"Big 5 Sporting Goods Corp is a sporting goods retailer. Products include athletic shoes, apparel & accessories, outdoor & athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, winter & summer recreation & roller sports.",http://www.big5sportinggoods.com,BGFV.png,Steven G. Miller,Nasdaq Global Select,77141786,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
PIR,Pier 1 Imports Inc.,Pier 1 Imports,Retail - Apparel & Specialty,"Pier 1 Imports Inc acts as a retailer of decorative accessories, furniture, candles, homeware, gifts and seasonal products. It operates through retail stores and an e-commerce website under the brand Pier 1 Imports.",http://www.pier1.com,PIR.png,Cheryl A. Bachelder,New York Stock Exchange,69535224,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
ATV,Acorn International Inc. ADS,Acorn International ADS,Retail - Apparel & Specialty,"Acorn International Inc is a marketing and branding company. It is engaged in developing, promoting and selling a diverse portfolio of proprietary-branded products, as well as well-established and promising new products from third parties.",http://www.acorninternationalir.com,,Jacob A. Fisch,New York Stock Exchange,68428798,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
JMU,JMU Limited,JMU Limited,Retail - Apparel & Specialty,"JMU Ltd offers online platform for providing B2B services to food-industry suppliers and customers in China. It offers products through online direct sales and online marketplace. Its products include food ingredients, seasonings, furniture and other.",http://www.ccjoin.com,,Xiaoxia Zhu,NASDAQ Global Market,62290776,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
FTD,FTD Companies Inc.,FTD Companies,Retail - Apparel & Specialty,"FTD Companies Inc is a floral and gifting company. The company provides floral, specialty foods, gift and related products and services to consumers, retail florists, and other retail locations and companies in need of floral and gifting solutions.",http://www.ftd.com,,Scott D. Levin,Nasdaq Global Select,62093537,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
SMRT,Stein Mart Inc.,Stein Mart,Retail - Apparel & Specialty,"Stein Mart Inc operates several hundred department stores in the United States. It is engaged in providing fashion merchandise, service and presentation of a department or specialty store at prices competitive with off-price retail chains.",http://www.steinmart.com,,David Hunt Hawkins,Nasdaq Global Select,54305707,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2,LightInTheBox Holding Co. American Depositary Shares each representing 2,Retail - Apparel & Specialty,"LightInTheBox Holding Co Ltd is an online retail company delivering products directly to consumers around the world. It provides apparel products including customized, special occasion, and fast fashion apparel products.",http://www.lightinthebox.com,LITB.png,Quji (Alan) Guo,New York Stock Exchange,50854330,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
KGJI,Kingold Jewelry Inc.,Kingold Jewelry,Retail - Apparel & Specialty,"Kingold Jewelry Inc is a professional designers and manufacturers of 24-karat gold jewelry and Chinese ornaments. It develops, promotes and sells products including gold necklaces, rings, earrings, bracelets, and pendants to the jewelry market in China.",http://www.kingoldjewelry.com,,Zhihong Zhi Jia,NASDAQ Capital Market,49915694,Consumer Cyclical,Consumer Cyclical,Luxury Goods,Retail - Apparel & Specialty 
SHOS,Sears Hometown and Outlet Stores Inc.,Sears Hometown and Outlet Stores,Retail - Apparel & Specialty,"Sears Hometown and Outlet Stores Inc is a national retailer engaged in selling home appliances, lawn and garden equipment, tools, and hardware.",http://www.shos.com,SHOS.png,William A. Powell,NASDAQ Capital Market,49036605,Consumer Cyclical,Consumer Cyclical,Department Stores,Retail - Apparel & Specialty 
DEST,Destination Maternity Corporation,Destination Maternity,Retail - Apparel & Specialty,"Destination Maternity Corporation is engaged in designing, manufacturing and sale of maternity apparel and related accessories in the United States.",http://www.destinationmaternitycorp.com,DEST.png,Marla A. Ryan,Nasdaq Global Select,43342572,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty 
HVT.A,Haverty Furniture Companies Inc.,Haverty Furniture Companies,Retail - Apparel & Specialty,"Haverty Furniture Companies Inc is a retailer of residential furniture and accessories. It sells home furnishings in its retail stores and via its website and offers mattresses products such as Sealy, Serta, Stearns & Foster, and Tempur-Pedic.",http://www.havertys.com,HVT.A.png,Clarence H. Smith,New York Stock Exchange,41872038,Consumer Cyclical,Consumer Cyclical,Home Improvement Stores,Retail - Apparel & Specialty 
PRTS,U.S. Auto Parts Network Inc.,U.S. Auto Parts Network,Retail - Apparel & Specialty,"U.S. Auto Parts Network Inc is an online provider of automotive aftermarket parts and repair information. Its products are classified into three subcategories: collision parts, engine parts, and performance parts and accessories.",http://www.usautoparts.net,PRTS.png,Lev Peker,Nasdaq Global Select,38835328,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
EVLV,EVINE Live Inc.,EVINE Live,Retail - Apparel & Specialty,"EVINE Live Inc is a multiplatform video commerce company that offers a mix of proprietary, exclusive and name brands directly to consumers in an engaging and informative shopping experience through TV, online and mobile devices. It operates Evine.",http://www.shophq.com,EVLV.png,,Nasdaq Global Select,38080967,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty 
