ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3 
MBT,Mobile TeleSystems PJSC,Mobile TeleSystems PJSC,Communication Services,"Mobile TeleSystems PJSC is wireless telephone operator in Russia. It provides fixed-line broadband, data transfer, pay-TV and various value-added services, including Big Data, cloud services, financial services, e-commerce, and others.",http://www.mtsgsm.com,MBT.png,Alexey V. Kornya,New York Stock Exchange,8002863828,Communication Services,Communication Services,Telecom Services, 
TEO,Telecom Argentina SA,Telecom Argentina SA,Communication Services,"Telecom Argentina SA is a part of the communication service industry. Its scope of business includes fixed-line public telecommunication services, international long-distance service, data transmission and internet services.",http://www.telecom.com.ar,TEO.png,Carlos A. Moltini,New York Stock Exchange,7145936817,Communication Services,Communication Services,Telecom Services, 
KT,KT Corporation,KT,Communication Services,"KT Corp operates in the telecom industry. Its services include local, long distance, and international calling, satellite communication, data transmission, and wireless telephone services.",http://www.kt.com,KT.png,Chang-Gyu Hwang,New York Stock Exchange,6724320986,Communication Services,Communication Services,Telecom Services, 
TIGO,Millicom International Cellular S.A.,Millicom International Cellular S.A.,Communication Services,"Millicom International Cellular SA is an international telecommunications and media company. It is engaged in providing digital lifestyle services in emerging markets, through mobile & fixed telephony, cable and broadband, internet.",http://www.millicom.com,TIGO.png,Mauricio Ramos,Nasdaq Global Select,6277874590,Communication Services,Communication Services,Telecom Services, 
TKC,Turkcell Iletisim Hizmetleri AS,Turkcell Iletisim Hizmetleri AS,Communication Services,Turkcell Iletisim Hizmetleri AS provides mobile telephone services in Turkey. It mainly provides mobile voice and data services for mobile communications networks.,http://www.turkcell.com.tr,TKC.png,Kaan Terzioglu,New York Stock Exchange,6054400000,Communication Services,Communication Services,Telecom Services, 
GLIBA,GCI Liberty Inc. Class A Common Stock,GCI Liberty Common Stock,Communication Services,"GCI Liberty Inc is a holding company. It provides various wireless, data, video, voice, and managed services to residential customers, businesses, governmental entities, and educational and medical institutions in Alaska under the GCI brand.",http://www.gciliberty.com,GLIBA.png,Gregory B. Maffei,Nasdaq Global Select,5668996088,Communication Services,Communication Services,Telecom Services, 
PHI,PLDT Inc. Sponsored ADR,PLDT Sponsored,Communication Services,"PLDT Inc provides telecommunication services. It offers wireless services and fixed line services. Its segments include Wireless, Fixed Line and Others.",http://www.pldt.com.ph,PHI.png,Napoleon L. Nazareno,New York Stock Exchange,5276082026,Communication Services,Communication Services,Telecom Services, 
ROKU,Roku Inc.,Roku,Communication Services,"Roku Inc operates TV streaming platform in the United States. Its TV streaming platform allows users to discover and access a variety of movies and TV episodes, as well as live sports, music, news and more.",https://www.roku.com,ROKU.png,Anthony Wood,Nasdaq Global Select,5243176555,Communication Services,Communication Services,Pay TV, 
CABO,Cable One Inc.,Cable One,Communication Services,"Cable One Inc mainly provides broadband, voice, and video services. It derives revenue from the provision of broadband, voice, and video services to residential and business customers.",http://www.cableone.net,CABO.png,Julia M. Laulis,New York Stock Exchange,5108076094,Communication Services,Communication Services,Telecom Services, 
USM,United States Cellular Corporation,United States Cellular,Communication Services,United States Cellular Corp is a wireless telecommunications service provider. Its ownership interests include consolidated and investment interests in licenses covering portions of nearly 20 states & total population of around 30 million.,http://www.uscellular.com,USM.png,Kenneth R. Meyers,New York Stock Exchange,4825737660,Communication Services,Communication Services,Telecom Services, 
