ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3 
MHO,M/I Homes Inc.,M/I Homes,Homebuilding & Construction,M/I Homes Inc is a part of the residential construction industry. It primarily builds single-family residential properties for the purpose of sale.,http://www.mihomes.com,,Robert H. Schottenstein,New York Stock Exchange,803790498,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
CCS,Century Communities Inc.,Century Communities,Homebuilding & Construction,"Century Communities Inc is engaged in the development, design, construction, marketing & sale of single-family attached & detached homes in metropolitan areas in Colorado, Austin & San Antonio, Texas, Houston, Texas, Las Vegas, Nevada & Atlanta, Georgia.",http://www.centurycommunities.com,CCS.png,Robert J. Francescon / Dale Francescon,New York Stock Exchange,721028000,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
WLH,Lyon William Homes (Class A),Lyon William Homes (Class A),Homebuilding & Construction,"William Lyon Homes, along with its subsidiaries, designs, constructs & sells single-family detached & attached homes in California, Arizona, Nevada, Colorado, Washington and Oregon.",https://www.lyonhomes.com,WLH.png,Matthew R. Zaist,New York Stock Exchange,547260624,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
BZH,Beazer Homes USA Inc.,Beazer Homes USA,Homebuilding & Construction,"Beazer Homes USA Inc is engaged in the construction industry. It specializes in residential construction, especially single-family housing and multi-unit building. The company also focuses on land purchasing and development.",http://www.beazer.com,BZH.png,Allan P. Merrill,New York Stock Exchange,429699531,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
UFI,Unifi Inc.,Unifi,Homebuilding & Construction,Unifi Inc is a multi-national manufacturing company that processes and sells high-volume commodity yarns. It is engaged in selling yarns made from polyester and nylon.,http://www.unifi.com,UFI.png,Kevin D. Hall,New York Stock Exchange,384384285,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Homebuilding & Construction 
LEGH,Legacy Housing Corporation,Legacy Housing,Homebuilding & Construction,,https://www.legacyhousingcorp.com,LEGH.png,Curtis D. Hodgson / Kenneth E. Shipley,Nasdaq Global Select,336480000,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
CULP,Culp Inc.,Culp,Homebuilding & Construction,"Culp Inc manufacturers, sources, and markets mattress fabrics and sewn covers used for covering mattresses & box springs and upholstery fabrics including cut and sewn kits used in production of upholstered furniture.",http://www.culp.com,,Franklin N. Saxon,New York Stock Exchange,245716775,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Homebuilding & Construction 
SIC,Select Interior Concepts Inc.,Select Interior Concepts,Homebuilding & Construction,,http://www.selectinteriorconcepts.com,SIC.png,Tyrone Johnson,NASDAQ Capital Market,193695424,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
NWHM,The New Home Company Inc.,The New Home Company,Homebuilding & Construction,"The New Home Co Inc is a homebuilding company. It is engaged in the design, construction and sale of consumer-driven homes in metropolitan areas within select growth markets in California and Arizona.",http://www.nwhm.com,,H. Lawrence Webb,New York Stock Exchange,142046943,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
HOV,Hovnanian Enterprises Inc. Class A,Hovnanian Enterprises,Homebuilding & Construction,"Hovnanian Enterprises Inc is an American construction company. It designs, constructs, markets and sells single-family detached homes, attached townhomes and condominiums, urban infill and active lifestyle homes in planned residential developments.",http://www.khov.com,HOV.png,Ara K. Hovnanian,New York Stock Exchange,104196524,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction 
DXYN,The Dixie Group Inc.,The Dixie,Homebuilding & Construction,"The Dixie Group Inc manufactures and sells carpet and rugs to high-end residential and commercial customers. The company's brands include Fabrica, Masland Residential, Dixie Home, Masland Contract and Avant Contract.",http://www.thedixiegroup.com,,Daniel K. Frierson,NASDAQ Global Market,19095795,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Homebuilding & Construction 
